idLote;quantConexoesEntreLotes;idLoteVizinho;quantConexoesInternasEntreLotesParaHumanos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;16;1;1;2;1;3;1;4;1;5;1;6;1;7;1;8;1;9;1;10;1;11;1;12;1;13;1;14;1;15;1;16;1
1;16;0;1;2;1;3;1;4;1;5;1;6;1;7;1;8;1;9;1;10;1;11;1;12;1;13;1;14;1;15;1;16;1
2;16;1;1;0;1;3;1;4;1;5;1;6;1;7;1;8;1;9;1;10;1;11;1;12;1;13;1;14;1;15;1;16;1
3;16;1;1;2;1;0;1;4;1;5;1;6;1;7;1;8;1;9;1;10;1;11;1;12;1;13;1;14;1;15;1;16;1
4;16;1;1;2;1;3;1;0;1;5;1;6;1;7;1;8;1;9;1;10;1;11;1;12;1;13;1;14;1;15;1;16;1
5;16;1;1;2;1;3;1;4;1;0;1;6;1;7;1;8;1;9;1;10;1;11;1;12;1;13;1;14;1;15;1;16;1
6;16;1;1;2;1;3;1;4;1;5;1;0;1;7;1;8;1;9;1;10;1;11;1;12;1;13;1;14;1;15;1;16;1
7;16;1;1;2;1;3;1;4;1;5;1;6;1;0;1;8;1;9;1;10;1;11;1;12;1;13;1;14;1;15;1;16;1
8;16;1;1;2;1;3;1;4;1;5;1;6;1;7;1;0;1;9;1;10;1;11;1;12;1;13;1;14;1;15;1;16;1
9;16;1;1;2;1;3;1;4;1;5;1;6;1;7;1;8;1;0;1;10;1;11;1;12;1;13;1;14;1;15;1;16;1
10;16;1;1;2;1;3;1;4;1;5;1;6;1;7;1;8;1;9;1;0;1;11;1;12;1;13;1;14;1;15;1;16;1
11;16;1;1;2;1;3;1;4;1;5;1;6;1;7;1;8;1;9;1;10;1;0;1;12;1;13;1;14;1;15;1;16;1
12;16;1;1;2;1;3;1;4;1;5;1;6;1;7;1;8;1;9;1;10;1;11;1;0;1;13;1;14;1;15;1;16;1
13;16;1;1;2;1;3;1;4;1;5;1;6;1;7;1;8;1;9;1;10;1;11;1;12;1;0;1;14;1;15;1;16;1
14;16;1;1;2;1;3;1;4;1;5;1;6;1;7;1;8;1;9;1;10;1;11;1;12;1;13;1;0;1;15;1;16;1
15;16;1;1;2;1;3;1;4;1;5;1;6;1;7;1;8;1;9;1;10;1;11;1;12;1;13;1;14;1;0;1;16;1
16;16;1;1;2;1;3;1;4;1;5;1;6;1;7;1;8;1;9;1;10;1;11;1;12;1;13;1;14;1;15;1;0;1
