lote;x;y
0016;251309.049534161;7237064.53602656
0016;251311.149534161;7237064.53602656
0016;251313.249534161;7237064.53602656
0016;251315.349534161;7237064.53602656
0016;251317.449534161;7237064.53602656
0016;251319.549534161;7237064.53602656
0017;251321.094942245;7237089.03866232
0017;251322.094942245;7237089.03866232
0017;251323.094942245;7237089.03866232
0017;251324.094942245;7237089.03866232
0017;251325.094942245;7237089.03866232
0017;251326.094942245;7237089.03866232
0017;251327.094942245;7237089.03866232
0017;251328.094942245;7237089.03866232
0017;251329.094942245;7237089.03866232
0017;251330.094942245;7237089.03866232
0017;251331.094942245;7237089.03866232
0017;251332.094942245;7237089.03866232
0017;251333.094942245;7237089.03866232
0017;251334.094942245;7237089.03866232
0017;251321.094942245;7237088.03866232
0017;251322.094942245;7237088.03866232
0017;251323.094942245;7237088.03866232
0017;251324.094942245;7237088.03866232
0017;251325.094942245;7237088.03866232
0017;251326.094942245;7237088.03866232
0017;251327.094942245;7237088.03866232
0017;251328.094942245;7237088.03866232
0017;251329.094942245;7237088.03866232
0017;251330.094942245;7237088.03866232
0017;251331.094942245;7237088.03866232
0017;251332.094942245;7237088.03866232
0017;251333.094942245;7237088.03866232
0017;251334.094942245;7237088.03866232
0017;251321.094942245;7237087.03866232
0017;251322.094942245;7237087.03866232
0017;251323.094942245;7237087.03866232
0017;251324.094942245;7237087.03866232
0017;251325.094942245;7237087.03866232
0017;251326.094942245;7237087.03866232
0017;251327.094942245;7237087.03866232
0017;251328.094942245;7237087.03866232
0017;251329.094942245;7237087.03866232
0017;251330.094942245;7237087.03866232
0017;251331.094942245;7237087.03866232
0017;251332.094942245;7237087.03866232
0017;251333.094942245;7237087.03866232
0017;251334.094942245;7237087.03866232
0017;251321.094942245;7237086.03866232
0017;251322.094942245;7237086.03866232
0017;251323.094942245;7237086.03866232
0017;251324.094942245;7237086.03866232
0017;251325.094942245;7237086.03866232
0017;251326.094942245;7237086.03866232
0017;251327.094942245;7237086.03866232
0017;251328.094942245;7237086.03866232
0017;251329.094942245;7237086.03866232
0017;251330.094942245;7237086.03866232
0017;251331.094942245;7237086.03866232
0017;251332.094942245;7237086.03866232
0017;251333.094942245;7237086.03866232
0017;251334.094942245;7237086.03866232
0017;251321.094942245;7237085.03866232
0017;251322.094942245;7237085.03866232
0017;251323.094942245;7237085.03866232
0017;251324.094942245;7237085.03866232
0017;251325.094942245;7237085.03866232
0017;251326.094942245;7237085.03866232
0017;251327.094942245;7237085.03866232
0017;251328.094942245;7237085.03866232
0017;251329.094942245;7237085.03866232
0017;251330.094942245;7237085.03866232
0017;251331.094942245;7237085.03866232
0017;251332.094942245;7237085.03866232
0017;251333.094942245;7237085.03866232
0017;251334.094942245;7237085.03866232
0017;251321.094942245;7237084.03866232
0017;251322.094942245;7237084.03866232
0017;251323.094942245;7237084.03866232
0017;251324.094942245;7237084.03866232
0017;251325.094942245;7237084.03866232
0017;251326.094942245;7237084.03866232
0017;251327.094942245;7237084.03866232
0017;251328.094942245;7237084.03866232
0017;251329.094942245;7237084.03866232
0017;251330.094942245;7237084.03866232
0017;251331.094942245;7237084.03866232
0017;251332.094942245;7237084.03866232
0017;251333.094942245;7237084.03866232
0017;251334.094942245;7237084.03866232
0017;251321.094942245;7237083.03866232
0017;251322.094942245;7237083.03866232
0017;251323.094942245;7237083.03866232
0017;251324.094942245;7237083.03866232
0017;251325.094942245;7237083.03866232
0017;251326.094942245;7237083.03866232
0017;251327.094942245;7237083.03866232
0017;251328.094942245;7237083.03866232
0017;251329.094942245;7237083.03866232
0017;251330.094942245;7237083.03866232
0017;251331.094942245;7237083.03866232
0017;251332.094942245;7237083.03866232
0017;251333.094942245;7237083.03866232
0017;251334.094942245;7237083.03866232
0017;251321.094942245;7237082.03866232
0017;251322.094942245;7237082.03866232
0017;251323.094942245;7237082.03866232
0017;251324.094942245;7237082.03866232
0017;251325.094942245;7237082.03866232
0017;251326.094942245;7237082.03866232
0017;251327.094942245;7237082.03866232
0017;251328.094942245;7237082.03866232
0017;251329.094942245;7237082.03866232
0017;251330.094942245;7237082.03866232
0017;251331.094942245;7237082.03866232
0017;251332.094942245;7237082.03866232
0017;251333.094942245;7237082.03866232
0017;251334.094942245;7237082.03866232
0017;251321.094942245;7237081.03866232
0017;251322.094942245;7237081.03866232
0017;251323.094942245;7237081.03866232
0017;251324.094942245;7237081.03866232
0017;251325.094942245;7237081.03866232
0017;251326.094942245;7237081.03866232
0017;251327.094942245;7237081.03866232
0017;251328.094942245;7237081.03866232
0017;251329.094942245;7237081.03866232
0017;251330.094942245;7237081.03866232
0017;251331.094942245;7237081.03866232
0017;251332.094942245;7237081.03866232
0017;251333.094942245;7237081.03866232
0017;251334.094942245;7237081.03866232
0017;251321.094942245;7237080.03866232
0017;251322.094942245;7237080.03866232
0017;251323.094942245;7237080.03866232
0017;251324.094942245;7237080.03866232
0017;251325.094942245;7237080.03866232
0017;251326.094942245;7237080.03866232
0017;251327.094942245;7237080.03866232
0017;251328.094942245;7237080.03866232
0017;251329.094942245;7237080.03866232
0017;251330.094942245;7237080.03866232
0017;251331.094942245;7237080.03866232
0017;251332.094942245;7237080.03866232
0017;251333.094942245;7237080.03866232
0017;251334.094942245;7237080.03866232
0017;251321.094942245;7237079.03866232
0017;251322.094942245;7237079.03866232
0017;251323.094942245;7237079.03866232
0017;251324.094942245;7237079.03866232
0017;251325.094942245;7237079.03866232
0017;251326.094942245;7237079.03866232
0017;251327.094942245;7237079.03866232
0017;251328.094942245;7237079.03866232
0017;251329.094942245;7237079.03866232
0017;251330.094942245;7237079.03866232
0017;251331.094942245;7237079.03866232
0017;251332.094942245;7237079.03866232
0017;251333.094942245;7237079.03866232
0017;251334.094942245;7237079.03866232
0017;251321.094942245;7237078.03866232
0017;251322.094942245;7237078.03866232
0017;251323.094942245;7237078.03866232
0017;251324.094942245;7237078.03866232
0017;251325.094942245;7237078.03866232
0017;251326.094942245;7237078.03866232
0017;251327.094942245;7237078.03866232
0017;251328.094942245;7237078.03866232
0017;251329.094942245;7237078.03866232
0017;251330.094942245;7237078.03866232
0017;251331.094942245;7237078.03866232
0017;251332.094942245;7237078.03866232
0017;251333.094942245;7237078.03866232
0017;251334.094942245;7237078.03866232
0017;251321.094942245;7237077.03866232
0017;251322.094942245;7237077.03866232
0017;251323.094942245;7237077.03866232
0017;251324.094942245;7237077.03866232
0017;251325.094942245;7237077.03866232
0017;251326.094942245;7237077.03866232
0017;251327.094942245;7237077.03866232
0017;251328.094942245;7237077.03866232
0017;251329.094942245;7237077.03866232
0017;251330.094942245;7237077.03866232
0017;251331.094942245;7237077.03866232
0017;251332.094942245;7237077.03866232
0017;251333.094942245;7237077.03866232
0017;251334.094942245;7237077.03866232
0017;251321.094942245;7237076.03866232
0017;251322.094942245;7237076.03866232
0017;251323.094942245;7237076.03866232
0017;251324.094942245;7237076.03866232
0017;251325.094942245;7237076.03866232
0017;251326.094942245;7237076.03866232
0017;251327.094942245;7237076.03866232
0017;251328.094942245;7237076.03866232
0017;251329.094942245;7237076.03866232
0017;251330.094942245;7237076.03866232
0017;251331.094942245;7237076.03866232
0017;251332.094942245;7237076.03866232
0017;251333.094942245;7237076.03866232
0017;251334.094942245;7237076.03866232
0017;251321.094942245;7237075.03866232
0017;251322.094942245;7237075.03866232
0017;251323.094942245;7237075.03866232
0017;251324.094942245;7237075.03866232
0017;251325.094942245;7237075.03866232
0017;251326.094942245;7237075.03866232
0017;251327.094942245;7237075.03866232
0017;251328.094942245;7237075.03866232
0017;251329.094942245;7237075.03866232
0017;251330.094942245;7237075.03866232
0017;251331.094942245;7237075.03866232
0017;251332.094942245;7237075.03866232
0017;251333.094942245;7237075.03866232
0017;251334.094942245;7237075.03866232
0017;251321.094942245;7237074.03866232
0017;251322.094942245;7237074.03866232
0017;251323.094942245;7237074.03866232
0017;251324.094942245;7237074.03866232
0017;251325.094942245;7237074.03866232
0017;251326.094942245;7237074.03866232
0017;251327.094942245;7237074.03866232
0017;251328.094942245;7237074.03866232
0017;251329.094942245;7237074.03866232
0017;251330.094942245;7237074.03866232
0017;251331.094942245;7237074.03866232
0017;251332.094942245;7237074.03866232
0017;251333.094942245;7237074.03866232
0017;251334.094942245;7237074.03866232
0017;251321.094942245;7237073.03866232
0017;251322.094942245;7237073.03866232
0017;251323.094942245;7237073.03866232
0017;251324.094942245;7237073.03866232
0017;251325.094942245;7237073.03866232
0017;251326.094942245;7237073.03866232
0017;251327.094942245;7237073.03866232
0017;251328.094942245;7237073.03866232
0017;251329.094942245;7237073.03866232
0017;251330.094942245;7237073.03866232
0017;251331.094942245;7237073.03866232
0017;251332.094942245;7237073.03866232
0017;251333.094942245;7237073.03866232
0017;251334.094942245;7237073.03866232
0017;251321.094942245;7237072.03866232
0017;251322.094942245;7237072.03866232
0017;251323.094942245;7237072.03866232
0017;251324.094942245;7237072.03866232
0017;251325.094942245;7237072.03866232
0017;251326.094942245;7237072.03866232
0017;251327.094942245;7237072.03866232
0017;251328.094942245;7237072.03866232
0017;251329.094942245;7237072.03866232
0017;251330.094942245;7237072.03866232
0017;251331.094942245;7237072.03866232
0017;251332.094942245;7237072.03866232
0017;251333.094942245;7237072.03866232
0017;251334.094942245;7237072.03866232
0017;251321.094942245;7237071.03866232
0017;251322.094942245;7237071.03866232
0017;251323.094942245;7237071.03866232
0017;251324.094942245;7237071.03866232
0017;251325.094942245;7237071.03866232
0017;251326.094942245;7237071.03866232
0017;251327.094942245;7237071.03866232
0017;251328.094942245;7237071.03866232
0017;251329.094942245;7237071.03866232
0017;251330.094942245;7237071.03866232
0017;251331.094942245;7237071.03866232
0017;251332.094942245;7237071.03866232
0017;251333.094942245;7237071.03866232
0017;251334.094942245;7237071.03866232
0017;251321.094942245;7237070.03866232
0017;251322.094942245;7237070.03866232
0017;251323.094942245;7237070.03866232
0017;251324.094942245;7237070.03866232
0017;251325.094942245;7237070.03866232
0017;251326.094942245;7237070.03866232
0017;251327.094942245;7237070.03866232
0017;251328.094942245;7237070.03866232
0017;251329.094942245;7237070.03866232
0017;251330.094942245;7237070.03866232
0017;251331.094942245;7237070.03866232
0017;251332.094942245;7237070.03866232
0017;251333.094942245;7237070.03866232
0017;251334.094942245;7237070.03866232
0017;251321.094942245;7237069.03866232
0017;251322.094942245;7237069.03866232
0017;251323.094942245;7237069.03866232
0017;251324.094942245;7237069.03866232
0017;251325.094942245;7237069.03866232
0017;251326.094942245;7237069.03866232
0017;251327.094942245;7237069.03866232
0017;251328.094942245;7237069.03866232
0017;251329.094942245;7237069.03866232
0017;251330.094942245;7237069.03866232
0017;251331.094942245;7237069.03866232
0017;251332.094942245;7237069.03866232
0017;251333.094942245;7237069.03866232
0017;251334.094942245;7237069.03866232
0017;251321.094942245;7237068.03866232
0017;251322.094942245;7237068.03866232
0017;251323.094942245;7237068.03866232
0017;251324.094942245;7237068.03866232
0017;251325.094942245;7237068.03866232
0017;251326.094942245;7237068.03866232
0017;251327.094942245;7237068.03866232
0017;251328.094942245;7237068.03866232
0017;251329.094942245;7237068.03866232
0017;251330.094942245;7237068.03866232
0017;251331.094942245;7237068.03866232
0017;251332.094942245;7237068.03866232
0017;251333.094942245;7237068.03866232
0017;251334.094942245;7237068.03866232
0017;251321.094942245;7237067.03866232
0017;251322.094942245;7237067.03866232
0017;251323.094942245;7237067.03866232
0017;251324.094942245;7237067.03866232
0017;251325.094942245;7237067.03866232
0017;251326.094942245;7237067.03866232
0017;251327.094942245;7237067.03866232
0017;251328.094942245;7237067.03866232
0017;251329.094942245;7237067.03866232
0017;251330.094942245;7237067.03866232
0017;251331.094942245;7237067.03866232
0017;251332.094942245;7237067.03866232
0017;251333.094942245;7237067.03866232
0017;251334.094942245;7237067.03866232
0017;251321.094942245;7237066.03866232
0017;251322.094942245;7237066.03866232
0017;251323.094942245;7237066.03866232
0017;251324.094942245;7237066.03866232
0017;251325.094942245;7237066.03866232
0017;251326.094942245;7237066.03866232
0017;251327.094942245;7237066.03866232
0017;251328.094942245;7237066.03866232
0017;251329.094942245;7237066.03866232
0017;251330.094942245;7237066.03866232
0017;251331.094942245;7237066.03866232
0017;251332.094942245;7237066.03866232
0017;251333.094942245;7237066.03866232
0017;251334.094942245;7237066.03866232
0017;251321.094942245;7237065.03866232
0017;251322.094942245;7237065.03866232
0017;251323.094942245;7237065.03866232
0017;251324.094942245;7237065.03866232
0017;251325.094942245;7237065.03866232
0017;251326.094942245;7237065.03866232
0017;251327.094942245;7237065.03866232
0017;251328.094942245;7237065.03866232
0017;251329.094942245;7237065.03866232
0017;251330.094942245;7237065.03866232
0017;251331.094942245;7237065.03866232
0017;251332.094942245;7237065.03866232
0017;251333.094942245;7237065.03866232
0017;251334.094942245;7237065.03866232
0017;251321.094942245;7237064.03866232
0017;251322.094942245;7237064.03866232
0017;251323.094942245;7237064.03866232
0017;251324.094942245;7237064.03866232
0017;251325.094942245;7237064.03866232
0017;251326.094942245;7237064.03866232
0017;251327.094942245;7237064.03866232
0017;251328.094942245;7237064.03866232
0017;251329.094942245;7237064.03866232
0017;251330.094942245;7237064.03866232
0017;251331.094942245;7237064.03866232
0017;251332.094942245;7237064.03866232
0017;251333.094942245;7237064.03866232
0017;251334.094942245;7237064.03866232
0018;251335.094942245;7237089.03866232
0018;251336.094942245;7237089.03866232
0018;251337.094942245;7237089.03866232
0018;251338.094942245;7237089.03866232
0018;251339.094942245;7237089.03866232
0018;251340.094942245;7237089.03866232
0018;251341.094942245;7237089.03866232
0018;251342.094942245;7237089.03866232
0018;251343.094942245;7237089.03866232
0018;251344.094942245;7237089.03866232
0018;251345.094942245;7237089.03866232
0018;251346.094942245;7237089.03866232
0018;251347.094942245;7237089.03866232
0018;251348.094942245;7237089.03866232
0018;251335.094942245;7237088.03866232
0018;251336.094942245;7237088.03866232
0018;251337.094942245;7237088.03866232
0018;251338.094942245;7237088.03866232
0018;251339.094942245;7237088.03866232
0018;251340.094942245;7237088.03866232
0018;251341.094942245;7237088.03866232
0018;251342.094942245;7237088.03866232
0018;251343.094942245;7237088.03866232
0018;251344.094942245;7237088.03866232
0018;251345.094942245;7237088.03866232
0018;251346.094942245;7237088.03866232
0018;251347.094942245;7237088.03866232
0018;251348.094942245;7237088.03866232
0018;251335.094942245;7237087.03866232
0018;251336.094942245;7237087.03866232
0018;251337.094942245;7237087.03866232
0018;251338.094942245;7237087.03866232
0018;251339.094942245;7237087.03866232
0018;251340.094942245;7237087.03866232
0018;251341.094942245;7237087.03866232
0018;251342.094942245;7237087.03866232
0018;251343.094942245;7237087.03866232
0018;251344.094942245;7237087.03866232
0018;251345.094942245;7237087.03866232
0018;251346.094942245;7237087.03866232
0018;251347.094942245;7237087.03866232
0018;251348.094942245;7237087.03866232
0018;251335.094942245;7237086.03866232
0018;251336.094942245;7237086.03866232
0018;251337.094942245;7237086.03866232
0018;251338.094942245;7237086.03866232
0018;251339.094942245;7237086.03866232
0018;251340.094942245;7237086.03866232
0018;251341.094942245;7237086.03866232
0018;251342.094942245;7237086.03866232
0018;251343.094942245;7237086.03866232
0018;251344.094942245;7237086.03866232
0018;251345.094942245;7237086.03866232
0018;251346.094942245;7237086.03866232
0018;251347.094942245;7237086.03866232
0018;251348.094942245;7237086.03866232
0018;251335.094942245;7237085.03866232
0018;251336.094942245;7237085.03866232
0018;251337.094942245;7237085.03866232
0018;251338.094942245;7237085.03866232
0018;251339.094942245;7237085.03866232
0018;251340.094942245;7237085.03866232
0018;251341.094942245;7237085.03866232
0018;251342.094942245;7237085.03866232
0018;251343.094942245;7237085.03866232
0018;251344.094942245;7237085.03866232
0018;251345.094942245;7237085.03866232
0018;251346.094942245;7237085.03866232
0018;251347.094942245;7237085.03866232
0018;251348.094942245;7237085.03866232
0018;251335.094942245;7237084.03866232
0018;251336.094942245;7237084.03866232
0018;251337.094942245;7237084.03866232
0018;251338.094942245;7237084.03866232
0018;251339.094942245;7237084.03866232
0018;251340.094942245;7237084.03866232
0018;251341.094942245;7237084.03866232
0018;251342.094942245;7237084.03866232
0018;251343.094942245;7237084.03866232
0018;251344.094942245;7237084.03866232
0018;251345.094942245;7237084.03866232
0018;251346.094942245;7237084.03866232
0018;251347.094942245;7237084.03866232
0018;251348.094942245;7237084.03866232
0018;251335.094942245;7237083.03866232
0018;251336.094942245;7237083.03866232
0018;251337.094942245;7237083.03866232
0018;251338.094942245;7237083.03866232
0018;251339.094942245;7237083.03866232
0018;251340.094942245;7237083.03866232
0018;251341.094942245;7237083.03866232
0018;251342.094942245;7237083.03866232
0018;251343.094942245;7237083.03866232
0018;251344.094942245;7237083.03866232
0018;251345.094942245;7237083.03866232
0018;251346.094942245;7237083.03866232
0018;251347.094942245;7237083.03866232
0018;251348.094942245;7237083.03866232
0018;251335.094942245;7237082.03866232
0018;251336.094942245;7237082.03866232
0018;251337.094942245;7237082.03866232
0018;251338.094942245;7237082.03866232
0018;251339.094942245;7237082.03866232
0018;251340.094942245;7237082.03866232
0018;251341.094942245;7237082.03866232
0018;251342.094942245;7237082.03866232
0018;251343.094942245;7237082.03866232
0018;251344.094942245;7237082.03866232
0018;251345.094942245;7237082.03866232
0018;251346.094942245;7237082.03866232
0018;251347.094942245;7237082.03866232
0018;251348.094942245;7237082.03866232
0018;251335.094942245;7237081.03866232
0018;251336.094942245;7237081.03866232
0018;251337.094942245;7237081.03866232
0018;251338.094942245;7237081.03866232
0018;251339.094942245;7237081.03866232
0018;251340.094942245;7237081.03866232
0018;251341.094942245;7237081.03866232
0018;251342.094942245;7237081.03866232
0018;251343.094942245;7237081.03866232
0018;251344.094942245;7237081.03866232
0018;251345.094942245;7237081.03866232
0018;251346.094942245;7237081.03866232
0018;251347.094942245;7237081.03866232
0018;251348.094942245;7237081.03866232
0018;251335.094942245;7237080.03866232
0018;251336.094942245;7237080.03866232
0018;251337.094942245;7237080.03866232
0018;251338.094942245;7237080.03866232
0018;251339.094942245;7237080.03866232
0018;251340.094942245;7237080.03866232
0018;251341.094942245;7237080.03866232
0018;251342.094942245;7237080.03866232
0018;251343.094942245;7237080.03866232
0018;251344.094942245;7237080.03866232
0018;251345.094942245;7237080.03866232
0018;251346.094942245;7237080.03866232
0018;251347.094942245;7237080.03866232
0018;251348.094942245;7237080.03866232
0018;251335.094942245;7237079.03866232
0018;251336.094942245;7237079.03866232
0018;251337.094942245;7237079.03866232
0018;251338.094942245;7237079.03866232
0018;251339.094942245;7237079.03866232
0018;251340.094942245;7237079.03866232
0018;251341.094942245;7237079.03866232
0018;251342.094942245;7237079.03866232
0018;251343.094942245;7237079.03866232
0018;251344.094942245;7237079.03866232
0018;251345.094942245;7237079.03866232
0018;251346.094942245;7237079.03866232
0018;251347.094942245;7237079.03866232
0018;251348.094942245;7237079.03866232
0018;251335.094942245;7237078.03866232
0018;251336.094942245;7237078.03866232
0018;251337.094942245;7237078.03866232
0018;251338.094942245;7237078.03866232
0018;251339.094942245;7237078.03866232
0018;251340.094942245;7237078.03866232
0018;251341.094942245;7237078.03866232
0018;251342.094942245;7237078.03866232
0018;251343.094942245;7237078.03866232
0018;251344.094942245;7237078.03866232
0018;251345.094942245;7237078.03866232
0018;251346.094942245;7237078.03866232
0018;251347.094942245;7237078.03866232
0018;251348.094942245;7237078.03866232
0018;251335.094942245;7237077.03866232
0018;251336.094942245;7237077.03866232
0018;251337.094942245;7237077.03866232
0018;251338.094942245;7237077.03866232
0018;251339.094942245;7237077.03866232
0018;251340.094942245;7237077.03866232
0018;251341.094942245;7237077.03866232
0018;251342.094942245;7237077.03866232
0018;251343.094942245;7237077.03866232
0018;251344.094942245;7237077.03866232
0018;251345.094942245;7237077.03866232
0018;251346.094942245;7237077.03866232
0018;251347.094942245;7237077.03866232
0018;251348.094942245;7237077.03866232
0018;251335.094942245;7237076.03866232
0018;251336.094942245;7237076.03866232
0018;251337.094942245;7237076.03866232
0018;251338.094942245;7237076.03866232
0018;251339.094942245;7237076.03866232
0018;251340.094942245;7237076.03866232
0018;251341.094942245;7237076.03866232
0018;251342.094942245;7237076.03866232
0018;251343.094942245;7237076.03866232
0018;251344.094942245;7237076.03866232
0018;251345.094942245;7237076.03866232
0018;251346.094942245;7237076.03866232
0018;251347.094942245;7237076.03866232
0018;251348.094942245;7237076.03866232
0018;251335.094942245;7237075.03866232
0018;251336.094942245;7237075.03866232
0018;251337.094942245;7237075.03866232
0018;251338.094942245;7237075.03866232
0018;251339.094942245;7237075.03866232
0018;251340.094942245;7237075.03866232
0018;251341.094942245;7237075.03866232
0018;251342.094942245;7237075.03866232
0018;251343.094942245;7237075.03866232
0018;251344.094942245;7237075.03866232
0018;251345.094942245;7237075.03866232
0018;251346.094942245;7237075.03866232
0018;251347.094942245;7237075.03866232
0018;251348.094942245;7237075.03866232
0018;251335.094942245;7237074.03866232
0018;251336.094942245;7237074.03866232
0018;251337.094942245;7237074.03866232
0018;251338.094942245;7237074.03866232
0018;251339.094942245;7237074.03866232
0018;251340.094942245;7237074.03866232
0018;251341.094942245;7237074.03866232
0018;251342.094942245;7237074.03866232
0018;251343.094942245;7237074.03866232
0018;251344.094942245;7237074.03866232
0018;251345.094942245;7237074.03866232
0018;251346.094942245;7237074.03866232
0018;251347.094942245;7237074.03866232
0018;251348.094942245;7237074.03866232
0018;251335.094942245;7237073.03866232
0018;251336.094942245;7237073.03866232
0018;251337.094942245;7237073.03866232
0018;251338.094942245;7237073.03866232
0018;251339.094942245;7237073.03866232
0018;251340.094942245;7237073.03866232
0018;251341.094942245;7237073.03866232
0018;251342.094942245;7237073.03866232
0018;251343.094942245;7237073.03866232
0018;251344.094942245;7237073.03866232
0018;251345.094942245;7237073.03866232
0018;251346.094942245;7237073.03866232
0018;251347.094942245;7237073.03866232
0018;251348.094942245;7237073.03866232
0018;251335.094942245;7237072.03866232
0018;251336.094942245;7237072.03866232
0018;251337.094942245;7237072.03866232
0018;251338.094942245;7237072.03866232
0018;251339.094942245;7237072.03866232
0018;251340.094942245;7237072.03866232
0018;251341.094942245;7237072.03866232
0018;251342.094942245;7237072.03866232
0018;251343.094942245;7237072.03866232
0018;251344.094942245;7237072.03866232
0018;251345.094942245;7237072.03866232
0018;251346.094942245;7237072.03866232
0018;251347.094942245;7237072.03866232
0018;251348.094942245;7237072.03866232
0018;251335.094942245;7237071.03866232
0018;251336.094942245;7237071.03866232
0018;251337.094942245;7237071.03866232
0018;251338.094942245;7237071.03866232
0018;251339.094942245;7237071.03866232
0018;251340.094942245;7237071.03866232
0018;251341.094942245;7237071.03866232
0018;251342.094942245;7237071.03866232
0018;251343.094942245;7237071.03866232
0018;251344.094942245;7237071.03866232
0018;251345.094942245;7237071.03866232
0018;251346.094942245;7237071.03866232
0018;251347.094942245;7237071.03866232
0018;251348.094942245;7237071.03866232
0018;251335.094942245;7237070.03866232
0018;251336.094942245;7237070.03866232
0018;251337.094942245;7237070.03866232
0018;251338.094942245;7237070.03866232
0018;251339.094942245;7237070.03866232
0018;251340.094942245;7237070.03866232
0018;251341.094942245;7237070.03866232
0018;251342.094942245;7237070.03866232
0018;251343.094942245;7237070.03866232
0018;251344.094942245;7237070.03866232
0018;251345.094942245;7237070.03866232
0018;251346.094942245;7237070.03866232
0018;251347.094942245;7237070.03866232
0018;251348.094942245;7237070.03866232
0018;251335.094942245;7237069.03866232
0018;251336.094942245;7237069.03866232
0018;251337.094942245;7237069.03866232
0018;251338.094942245;7237069.03866232
0018;251339.094942245;7237069.03866232
0018;251340.094942245;7237069.03866232
0018;251341.094942245;7237069.03866232
0018;251342.094942245;7237069.03866232
0018;251343.094942245;7237069.03866232
0018;251344.094942245;7237069.03866232
0018;251345.094942245;7237069.03866232
0018;251346.094942245;7237069.03866232
0018;251347.094942245;7237069.03866232
0018;251348.094942245;7237069.03866232
0018;251335.094942245;7237068.03866232
0018;251336.094942245;7237068.03866232
0018;251337.094942245;7237068.03866232
0018;251338.094942245;7237068.03866232
0018;251339.094942245;7237068.03866232
0018;251340.094942245;7237068.03866232
0018;251341.094942245;7237068.03866232
0018;251342.094942245;7237068.03866232
0018;251343.094942245;7237068.03866232
0018;251344.094942245;7237068.03866232
0018;251345.094942245;7237068.03866232
0018;251346.094942245;7237068.03866232
0018;251347.094942245;7237068.03866232
0018;251348.094942245;7237068.03866232
0018;251335.094942245;7237067.03866232
0018;251336.094942245;7237067.03866232
0018;251337.094942245;7237067.03866232
0018;251338.094942245;7237067.03866232
0018;251339.094942245;7237067.03866232
0018;251340.094942245;7237067.03866232
0018;251341.094942245;7237067.03866232
0018;251342.094942245;7237067.03866232
0018;251343.094942245;7237067.03866232
0018;251344.094942245;7237067.03866232
0018;251345.094942245;7237067.03866232
0018;251346.094942245;7237067.03866232
0018;251347.094942245;7237067.03866232
0018;251348.094942245;7237067.03866232
0018;251335.094942245;7237066.03866232
0018;251336.094942245;7237066.03866232
0018;251337.094942245;7237066.03866232
0018;251338.094942245;7237066.03866232
0018;251339.094942245;7237066.03866232
0018;251340.094942245;7237066.03866232
0018;251341.094942245;7237066.03866232
0018;251342.094942245;7237066.03866232
0018;251343.094942245;7237066.03866232
0018;251344.094942245;7237066.03866232
0018;251345.094942245;7237066.03866232
0018;251346.094942245;7237066.03866232
0018;251347.094942245;7237066.03866232
0018;251348.094942245;7237066.03866232
0018;251335.094942245;7237065.03866232
0018;251336.094942245;7237065.03866232
0018;251337.094942245;7237065.03866232
0018;251338.094942245;7237065.03866232
0018;251339.094942245;7237065.03866232
0018;251340.094942245;7237065.03866232
0018;251341.094942245;7237065.03866232
0018;251342.094942245;7237065.03866232
0018;251343.094942245;7237065.03866232
0018;251344.094942245;7237065.03866232
0018;251345.094942245;7237065.03866232
0018;251346.094942245;7237065.03866232
0018;251347.094942245;7237065.03866232
0018;251348.094942245;7237065.03866232
0018;251335.094942245;7237064.03866232
0018;251336.094942245;7237064.03866232
0018;251337.094942245;7237064.03866232
0018;251338.094942245;7237064.03866232
0018;251339.094942245;7237064.03866232
0018;251340.094942245;7237064.03866232
0018;251341.094942245;7237064.03866232
0018;251342.094942245;7237064.03866232
0018;251343.094942245;7237064.03866232
0018;251344.094942245;7237064.03866232
0018;251345.094942245;7237064.03866232
0018;251346.094942245;7237064.03866232
0018;251347.094942245;7237064.03866232
0018;251348.094942245;7237064.03866232
0018;251335.094942245;7237063.03866232
0018;251336.094942245;7237063.03866232
0018;251337.094942245;7237063.03866232
0018;251338.094942245;7237063.03866232
0018;251339.094942245;7237063.03866232
0018;251340.094942245;7237063.03866232
0018;251341.094942245;7237063.03866232
0018;251342.094942245;7237063.03866232
0018;251343.094942245;7237063.03866232
0018;251344.094942245;7237063.03866232
0018;251345.094942245;7237063.03866232
0018;251346.094942245;7237063.03866232
0018;251347.094942245;7237063.03866232
0018;251348.094942245;7237063.03866232
0018;251335.094942245;7237062.03866232
0018;251336.094942245;7237062.03866232
0018;251337.094942245;7237062.03866232
0018;251338.094942245;7237062.03866232
0018;251339.094942245;7237062.03866232
0018;251340.094942245;7237062.03866232
0018;251341.094942245;7237062.03866232
0018;251342.094942245;7237062.03866232
0018;251343.094942245;7237062.03866232
0018;251344.094942245;7237062.03866232
0018;251345.094942245;7237062.03866232
0018;251346.094942245;7237062.03866232
0018;251347.094942245;7237062.03866232
0018;251348.094942245;7237062.03866232
0018;251335.094942245;7237061.03866232
0018;251336.094942245;7237061.03866232
0018;251337.094942245;7237061.03866232
0018;251338.094942245;7237061.03866232
0018;251339.094942245;7237061.03866232
0018;251340.094942245;7237061.03866232
0018;251341.094942245;7237061.03866232
0018;251342.094942245;7237061.03866232
0018;251343.094942245;7237061.03866232
0018;251344.094942245;7237061.03866232
0018;251345.094942245;7237061.03866232
0018;251346.094942245;7237061.03866232
0018;251347.094942245;7237061.03866232
0018;251348.094942245;7237061.03866232
0018;251335.094942245;7237060.03866232
